scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_lj,cpu_ms_ln,processing_ms_ln,bytes_ue,bytes_lj,bytes_ln,bytes_total,msgs_ue,msgs_lj,msgs_ln,msgs_total,ts5,ts6,rain_profile,bw_factor,down_rate_mbps,up_rate_mbps,bad_ticks,total_ticks,bad_ratio,blackout_events,blackout_ticks,window_profile,window_duration_ms,uplink_delay_ms,down_ready_ms,guard_close_ms,scheduled_blackouts
g1_online_only,LEO_ONLY,12,0,200,2,97,ok,,0,1,55.796167,2014,5,10.019,0.062,10.299,10.277625,888,708,418,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,98,ok,,0,1,56.788375,2017,5,9.982,0.064,10.291,10.271708,889,709,419,2017,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,99,ok,,0,1,56.664834,2013,5,9.957,0.065,10.416,10.3955,887,708,418,2013,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,100,ok,,0,1,55.732083,2016,5,11.315,0.102,10.525,10.513667,888,709,419,2016,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,101,ok,,0,1,48.5905,2011,5,9.827,0.066,10.414,10.39420799,886,707,418,2011,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,102,ok,,0,1,49.69270799,2012,5,10,0.095,10.552,10.49725,887,708,417,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,103,ok,,0,1,52.169583,2015,5,9.995,0.069,10.363,10.340667,888,709,418,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,104,ok,,0,1,54.06041601,2014,5,10.059,0.062,10.406,10.388166,888,708,418,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,105,ok,,0,1,51.325709,2015,5,9.814,0.062,10.361,10.342625,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,106,ok,,0,1,56.44925,2011,5,10.21,0.058,10.258,10.234416,887,707,417,2011,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,107,ok,,0,1,52.93991599,2011,5,9.756,0.059,10.29,10.271541,887,707,417,2011,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,108,ok,,0,1,52.347834,2012,5,9.969,0.065,10.358,10.322333,887,707,418,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,109,ok,,0,1,50.980167,2011,5,10.384,0.095,10.547,10.536125,886,707,418,2011,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,110,ok,,0,1,51.617042,2015,5,9.871,0.06,10.253,10.231541,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,111,ok,,0,1,53.556417,2017,5,10.056,0.065,10.285,10.266833,889,709,419,2017,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,112,ok,,0,1,51.914042,2012,5,9.721,0.066,10.357,10.333625,887,707,418,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,113,ok,,0,1,50.214542,2016,5,10.098,0.066,10.367,10.345916,888,709,419,2016,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,114,ok,,0,1,55.314292,2008,5,10.045,0.068,10.421,10.400792,884,707,417,2008,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,115,ok,,0,1,50.7245,2015,5,9.7,0.063,10.411,10.39075,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,116,ok,,0,1,51.527666,2010,5,10.01,0.064,10.299,10.27925,886,707,417,2010,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,117,ok,,0,1,53.451292,2014,5,9.845,0.071,10.302,10.282792,888,708,418,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,118,ok,,0,1,54.753916,2015,5,10.221,0.063,10.288,10.30275,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
