scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_ap2,processing_ms_ap2,ts5,ts6,rain_profile,bw_factor,down_rate_mbps,up_rate_mbps,bad_ticks,total_ticks,bad_ratio,blackout_events,blackout_ticks,window_profile,window_duration_ms,uplink_delay_ms,down_ready_ms,guard_close_ms,scheduled_blackouts
l1_online_only,LEO_ONLY,12,0,200,2,120,ok,,0,1,16.067333,662,1,0.627,1.576,2.030499993,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,121,ok,,0,1,14.758875,662,1,0.694,1.923,2.627334005,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,122,ok,,0,1,13.49541701,662,1,0.459,1.787,2.549249999,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,123,ok,,0,1,26.760833,662,1,0.901,13.655,14.293042,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,124,ok,,0,1,14.568959,662,1,0.74,2.96,4.238042005,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,125,ok,,0,1,13.52804201,662,1,0.629,1.914,2.466499995,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,126,ok,,0,1,14.001291,662,1,0.651,1.957,2.843707989,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,127,ok,,0,1,13.344584,662,1,0.853,1.997,2.593208992,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,128,ok,,0,1,16.018625,662,1,0.554,1.848,2.598124993,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,129,ok,,0,1,14.896917,662,1,0.795,2.062,2.655249991,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,130,ok,,0,1,15.81741701,662,1,0.563,1.939,2.683416998,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,131,ok,,0,1,16.266709,662,1,0.63,1.785,2.298667008,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,132,ok,,0,1,16.17049999,662,1,0.52,1.742,2.512542007,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,133,ok,,0,1,14.510583,662,1,0.568,1.904,2.367833993,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,134,ok,,0,1,14.224542,662,1,0.759,1.973,2.601291009,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,135,ok,,0,1,17.05145801,662,1,0.814,2.179,2.918917002,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,136,ok,,0,1,14.13445799,662,1,0.746,1.854,2.578583008,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,137,ok,,0,1,16.04087501,662,1,0.515,1.751,2.204749995,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,138,ok,,0,1,13.800916,662,1,0.605,2.007,2.826583004,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,139,ok,,0,1,15.85699999,662,1,0.659,1.838,2.398416997,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,140,ok,,0,1,16.684959,662,1,1.09,2.243,3.230584,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,141,ok,,0,1,14.55625001,662,1,0.524,1.97,2.513708008,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,142,ok,,0,1,15.32562499,662,1,0.699,1.802,2.415708004,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,143,ok,,0,1,15.456291,662,1,0.676,1.958,2.749459003,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,144,ok,,0,1,14.552708,662,1,0.717,1.839,2.716583011,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,145,ok,,0,1,16.95787499,662,1,0.568,1.925,2.490665996,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
