scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_leo2,ts5,ts6,rain_profile,bw_factor,down_rate_mbps,up_rate_mbps,bad_ticks,total_ticks,bad_ratio,blackout_events,blackout_ticks,window_profile,window_duration_ms,uplink_delay_ms,down_ready_ms,guard_close_ms,scheduled_blackouts,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,104,ok,,,1,44.838083,120,1,24.288,10.388,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,105,ok,,,1,51.159083,120,1,26.426,11.668,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,106,ok,,,1,48.844916,120,1,25.407,11.191,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,107,ok,,,1,46.185583,120,1,24.381,10.47,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,108,ok,,,1,51.3365,120,1,27.108,10.851,1.7627E+12,1.7627E+12,light,0.8,80,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,109,ok,,,1,47.642959,120,1,25.928,11.224,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,110,ok,,,1,44.693167,120,1,23.991,10.619,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,111,ok,,,1,45.43625,120,1,24.161,10.464,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,112,ok,,,1,47.333208,120,1,24.205,10.506,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,113,ok,,,1,46.958583,120,1,24.094,10.799,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
